ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
1NC2,small_airport,Atwell Airport,830,NA,US,US-NC,Mooresville,1NC2,,1NC2,"-80.78939819335938, 35.654701232910156"
1NC3,small_airport,Fletcher's Airport,7,NA,US,US-NC,Elizabeth City,1NC3,,1NC3,"-76.14910125732422, 36.18069839477539"
1NC4,small_airport,Bell Strip,35,NA,US,US-NC,Pollocksville,1NC4,,1NC4,"-77.25769805908203, 34.995399475097656"
1NC5,small_airport,Riley Field,360,NA,US,US-NC,Bunn,1NC5,,1NC5,"-78.34860229492188, 35.93320083618164"
1NC6,small_airport,Arant Airport,535,NA,US,US-NC,Wingate,1NC6,,1NC6,"-80.45010375976562, 35.055999755859375"
1NC8,small_airport,Lonesome Field,665,NA,US,US-NC,Gold Hill,1NC8,,1NC8,"-80.258102, 35.5158"
1NC9,small_airport,Northbrook International Ultraport Ultralightport,1030,NA,US,US-NC,Cherryville,1NC9,,1NC9,"-81.42639923095703, 35.44969940185547"
1ND3,small_airport,Andvik Airport,980,NA,US,US-ND,Kindred,1ND3,,1ND3,"-97.13059997558594, 46.647701263427734"
1ND4,small_airport,Walkinshaw Airport,900,NA,US,US-ND,Argusville,1ND4,,1ND4,"-97.01699829101562, 47.05830001831055"
1ND7,small_airport,Dittmer Airport,943,NA,US,US-ND,Lynchburg,1ND7,,1ND7,"-97.26699829101562, 46.8291015625"
1NE0,small_airport,Higgins Bros Airport,2860,NA,US,US-NE,Brownlee,1NE0,,1NE0,"-100.41699981689453, 42.31669998168945"
1NE1,small_airport,Paul Ridder Ranch Airport,2780,NA,US,US-NE,Callaway,1NE1,,1NE1,"-100.0500031, 41.28329849"
1NE2,small_airport,Witthuhn Airport,2700,NA,US,US-NE,Callaway,1NE2,,1NE2,"-99.91709899902344, 41.32500076293945"
1NE5,small_airport,Sibbernsen Airport,1280,NA,US,US-NE,Washington,1NE5,,1NE5,"-96.28559875488281, 41.40610122680664"
1NE6,small_airport,Miller Airstrip,4100,NA,US,US-NE,Dalton,1NE6,,1NE6,"-102.77799987792969, 41.34080123901367"
1NJ0,heliport,Jersey Turnpike Heliport,102,NA,US,US-NJ,New Brunswick,1NJ0,,1NJ0,"-74.40879821777344, 40.47679901123047"
1NJ1,heliport,Rutger's Helistop Sec. A & B Heliport,116,NA,US,US-NJ,New Brunswick,1NJ1,,1NJ1,"-74.43460083007812, 40.47930145263672"
1NJ2,heliport,New Brunswick Gas Distn Heliport,114,NA,US,US-NJ,New Brunswick,1NJ2,,1NJ2,"-74.48400115966797, 40.4739990234375"
1NJ3,closed,Sea Air Atlantic City Seaplane Base,,NA,US,US-NJ,Atlantic City,,,,"-74.429001, 39.390499"
1NJ4,heliport,Rutgers Helistop Nr 1 Heliport,85,NA,US,US-NJ,New Brunswick,1NJ4,,1NJ4,"-74.46630096435547, 40.51679992675781"
1NJ5,heliport,Milana Heliport,700,NA,US,US-NJ,Blairstown,1NJ5,,1NJ5,"-75.91850280761719, 40.95199966430664"
1NJ6,heliport,Idylease Helistop,525,NA,US,US-NJ,Newfoundland,1NJ6,,1NJ6,"-74.4301986694336, 41.054298400878906"
1NJ7,heliport,Skytop Farms Heliport,850,NA,US,US-NJ,Towaco,1NJ7,,1NJ7,"-74.35430145263672, 40.94729995727539"
1NJ8,heliport,Scardo's Heliport,344,NA,US,US-NJ,Oakland,1NJ8,,1NJ8,"-74.23290252685547, 41.03340148925781"
1NJ9,heliport,Air Tractor Heliport,540,NA,US,US-NJ,Sussex,1NJ9,,1NJ9,"-74.5510025024414, 41.29119873046875"
1NK0,small_airport,Roxbury Runway Airport,1600,NA,US,US-NY,Roxbury,1NK0,,1NK0,"-74.54820251464844, 42.297298431396484"
1NK1,heliport,Stone Ridge Heliport,285,NA,US,US-NY,Stone Ridge,1NK1,,1NK1,"-74.152099609375, 41.89059829711914"
1NK2,heliport,Oneida City Hospital Heliport,523,NA,US,US-NY,Oneida,1NK2,,1NK2,"-75.652099609375, 43.07419967651367"
1NK3,heliport,Troy Armory Heliport,188,NA,US,US-NY,Troy,1NK3,,1NK3,"-73.70369720458984, 42.69060134887695"
1NK4,heliport,Wagstaff Heliport,11,NA,US,US-NY,West Islip,1NK4,,1NK4,"-73.3042984008789, 40.686798095703125"
1NK5,small_airport,Westtown Airport,600,NA,US,US-NY,Westtown,1NK5,,1NK5,"-74.52429962158203, 41.36149978637695"
1NK6,small_airport,Catalano Airfield,840,NA,US,US-NY,Wilmington,1NK6,,1NK6,"-73.74960327148438, 44.42369842529297"
1NK7,small_airport,Boonville Inc Airport,1200,NA,US,US-NY,Boonville,1NK7,,1NK7,"-75.24960327148438, 43.46670150756836"
1NK8,small_airport,Chenango Bridge Airport,940,NA,US,US-NY,Binghamton,1NK8,,1NK8,"-75.84130096435547, 42.19169998168945"
1NK9,heliport,Huntington Emergency Helistop,12,NA,US,US-NY,Huntington,1NK9,,1NK9,"-73.42289733886719, 40.88399887084961"
1NM0,small_airport,Me-Own Airport,7554,NA,US,US-NM,Silver City,1NM0,,1NM0,"-108.0260009765625, 33.21200180053711"
1NV1,small_airport,Fallon Southwest Airpark,3950,NA,US,US-NV,Fallon,1NV1,,1NV1,"-118.83699798583984, 39.41529846191406"
1NV2,heliport,Lake Las Vegas Heliport,1380,NA,US,US-NV,Henderson,1NV2,,1NV2,"-114.90899658203125, 36.12480163574219"
1NY0,heliport,Woodlawn Beach State Park Heliport,590,NA,US,US-NY,Hamburg,1NY0,,1NY0,"-78.8494796753, 42.7881126404"
1NY1,heliport,Seatuck Cove Heliport,8,NA,US,US-NY,Eastport,1NY1,,1NY1,"-72.730781, 40.816772"
1NY2,closed,Kidder Field,360,NA,US,US-NY,Pulaski,,,,"-76.162697, 43.6167"
1NY3,small_airport,Richland Airpark,560,NA,US,US-NY,Richland,1NY3,,1NY3,"-76.032997, 43.5667"
1NY4,small_airport,High Banks Farm Landing Area Airport,1520,NA,US,US-NY,Saranac,1NY4,,1NY4,"-73.91100311279297, 44.61750030517578"
1NY5,small_airport,Sherman Field,625,NA,US,US-NY,Poughkeepsie,1NY5,,1NY5,"-73.7428970336914, 41.638999938964844"
1NY6,heliport,Tgp-249 Heliport,1300,NA,US,US-NY,Carlisle,1NY6,,1NY6,"-74.40070343017578, 42.75400161743164"
1NY7,closed,Minard Farms Airport,450,NA,US,US-NY,Clinton Dale,,,,"-74.061798, 41.708401"
1NY8,small_airport,Killian Airfield,1020,NA,US,US-NY,Scipio,1NY8,,1NY8,"-76.58300018310547, 42.80009841918945"
1NY9,small_airport,Caughdenoy Airport,400,NA,US,US-NY,Caughdenoy,1NY9,,1NY9,"-76.18800354003906, 43.265899658203125"
1O0,seaplane_base,Lake Woahink Seaplane Base,39,NA,US,US-OR,Florence,1O0,,1O0,"-124.11499786376953, 43.90420150756836"
1O6,small_airport,Dunsmuir Muni-Mott Airport,3258,NA,US,US-CA,Dunsmuir,KMHS,MHS,1O6,"-122.272003, 41.263199"
1OA1,small_airport,Bashore Airport,940,NA,US,US-OH,Pleasant Hill,1OA1,,1OA1,"-84.33439636230469, 40.0458984375"
1OA2,small_airport,Mole Airport,854,NA,US,US-OH,Grafton,1OA2,,1OA2,"-81.9906997680664, 41.26169967651367"
1OA3,small_airport,Barnett Airpark,1010,NA,US,US-OH,Blanchester,1OA3,,1OA3,"-83.85549926757812, 39.33340072631836"
1OA4,small_airport,Kepes Flying Field,1080,NA,US,US-OH,Springfield,1OA4,,1OA4,"-83.66169738769531, 39.92359924316406"
1OA5,small_airport,Double J Airport,972,NA,US,US-OH,Fayetteville,1OA5,,1OA5,"-83.95269775390625, 39.21950149536133"
1OA6,small_airport,Frith Airport,910,NA,US,US-OH,Morrow,1OA6,,1OA6,"-84.0457992553711, 39.33620071411133"
1OA7,small_airport,Yoder Airport,1149,NA,US,US-OH,Louisville,1OA7,,1OA7,"-81.24150085449219, 40.84170150756836"
1OA8,small_airport,Erdy Farm Airport,981,NA,US,US-OH,Kilbourne,1OA8,,1OA8,"-82.90440368652344, 40.34669876098633"
1OH0,heliport,Clinton Memorial Hospital Heliport,1022,NA,US,US-OH,Wilmington,1OH0,,1OH0,"-83.84020233154297, 39.44419860839844"
1OH1,small_airport,S and S Field,1057,NA,US,US-OH,Quincy,1OH1,,1OH1,"-83.9760971069336, 40.30139923095703"
1OH2,small_airport,Dougherty Airport,807,NA,US,US-OH,Bellevue,1OH2,,1OH2,"-82.86630249023438, 41.24399948120117"
1OH3,small_airport,Mather Field,640,NA,US,US-OH,Castalia,1OH3,,1OH3,"-82.76270294189453, 41.389198303222656"
1OH4,small_airport,Fortman Airport,885,NA,US,US-OH,St Marys,1OH4,,1OH4,"-84.3865966796875, 40.555301666259766"
1OH5,heliport,Minit-Men Inc Heliport,685,NA,US,US-OH,San Marghareta,1OH5,,1OH5,"-83.08519744873047, 39.99729919433594"
1OH6,heliport,Odot Heliport,1026,NA,US,US-OH,Sidney,1OH6,,1OH6,"-84.16339874267578, 40.29759979248047"
1OH7,small_airport,Derry Landing Strip,905,NA,US,US-OH,Sonora,1OH7,,1OH7,"-81.86370086669922, 39.99399948120117"
1OH8,small_airport,Lisbon Airfield,1160,NA,US,US-OH,South Charleston,1OH8,,1OH8,"-83.63330078125, 39.86669921875"
1OH9,small_airport,Lewis Airport,862,NA,US,US-OH,Peebles,1OH9,,1OH9,"-83.39939880371094, 38.93510055541992"
1OI0,heliport,Manairco Heliport,1265,NA,US,US-OH,Mansfield,1OI0,,1OI0,"-82.51129913330078, 40.8047981262207"
1OI1,small_airport,Pauls Airport,1191,NA,US,US-OH,Middlefield,1OI1,,1OI1,"-81.06400299072266, 41.42839813232422"
1OI4,heliport,Som Jackson Heliport,1050,NA,US,US-OH,Moreland Hills,1OI4,,1OI4,"-81.44319915771484, 41.44089889526367"
1OI6,small_airport,Stone Airport,978,NA,US,US-OH,New Lebanon,1OI6,,1OI6,"-84.4166030883789, 39.77009963989258"
1OI7,small_airport,Knight Airport,925,NA,US,US-OH,Norwalk,1OI7,,1OI7,"-82.56659698486328, 41.15840148925781"
1OI9,small_airport,Mc Colloch's Airport,990,NA,US,US-OH,Piqua,1OI9,,1OI9,"-84.29440307620001, 40.177299499499995"
1OK0,small_airport,Neversweat Airport,775,NA,US,US-OK,Bristow,1OK0,,1OK0,"-96.27940368652344, 35.894500732421875"
1OK1,small_airport,Dave's Place Airport,1160,NA,US,US-OK,Kingfisher,1OK1,,1OK1,"-97.80590057373047, 35.82500076293945"
1OK2,closed,Wyatt Airport,1163,NA,US,US-OK,Goldsby,,,,"-97.469803, 35.098701"
1OK3,small_airport,Wolfe Field Airport,1194,NA,US,US-OK,Bray,1OK3,,1OK3,"-97.8141021729, 34.5760993958"
1OK4,heliport,Mc Curtain Memorial Hospital Heliport,480,NA,US,US-OK,Idabel,1OK4,,1OK4,"-94.8113021851, 33.8823013306"
1OK5,small_airport,Hohman Airport,1563,NA,US,US-OK,Lone Wolf,1OK5,,1OK5,"-99.22949981689453, 34.9833984375"
1OK6,closed,Stamper Ranch Airport,1020,NA,US,US-OK,Luther,,,,"-97.204697, 35.721901"
1OK7,small_airport,Grimes Airport,1035,NA,US,US-OK,Maysville,1OK7,,1OK7,"-97.4822006225586, 34.80009841918945"
1OK8,small_airport,5B Ranch Airport,1085,NA,US,US-OK,Edmond,1OK8,,1OK8,"-97.54139709472656, 35.729801177978516"
1OK9,small_airport,Hankins Airport,843,NA,US,US-OK,Marietta,1OK9,,1OK9,"-97.08920288085938, 33.975101470947266"
1OL2,small_airport,Steciak Strip,1100,NA,US,US-OK,Harrah,1OL2,,1OL2,"-97.19200134277344, 35.48899841308594"
1OR0,small_airport,Sunnyhill Airport,320,NA,US,US-OR,North Bend,1OR0,,1OR0,"-124.2030029296875, 43.48320007324219"
1OR1,heliport,Chehalem Mountain Heliport,900,NA,US,US-OR,Newberg,1OR1,,1OR1,"-122.94599914550781, 45.35540008544922"
1OR2,heliport,Menasha Pad Heliport,14,NA,US,US-OR,North Bend,1OR2,,1OR2,"-124.21800231933594, 43.40869903564453"
1OR3,small_airport,Sunset Air Strip,207,NA,US,US-OR,North Plains,1OR3,,1OR3,"-123.01000213623047, 45.59149932861328"
1OR4,small_airport,North Plains Gliderport,210,NA,US,US-OR,North Plains,1OR4,,1OR4,"-123.0250015258789, 45.604000091552734"
1OR5,small_airport,Reed Airport,1550,NA,US,US-OR,Olex,1OR5,,1OR5,"-120.22599792480469, 45.48740005493164"
1OR6,small_airport,Clackamas Heights Airport,545,NA,US,US-OR,Oregon City,1OR6,,1OR6,"-122.55400085449219, 45.37139892578125"
1OR7,small_airport,Skyhill Airport,735,NA,US,US-OR,Oregon City,1OR7,,1OR7,"-122.45600128173828, 45.287899017333984"
1OR8,heliport,Clackamas County Redsoils Heliport,470,NA,US,US-OR,Oregon City,1OR8,,1OR8,"-122.59700012207031, 45.334800720214844"
1OR9,heliport,Willamette Falls Community Hospital Heliport,275,NA,US,US-OR,Oregon City,1OR9,,1OR9,"-122.58599853515625, 45.357601165771484"
1P1,small_airport,Plymouth Municipal Airport,505,NA,US,US-NH,Plymouth,1P1,,1P1,"-71.75370025634766, 43.77920150756836"
1PA0,small_airport,Hinaman Acres Airport,800,NA,US,US-PA,Jersey Shore,1PA0,,1PA0,"-77.19969940185547, 41.133399963378906"
1PA1,heliport,401 City Avenue Heliport,234,NA,US,US-PA,Philadelphia,1PA1,,1PA1,"-75.21379852294922, 40.00960159301758"
1PA2,heliport,St Christopher's Hospital For Children Heliport,163,NA,US,US-PA,Philadelphia,1PA2,,1PA2,"-75.12570190429688, 40.006500244140625"
1PA3,small_airport,Ridgeview Airport,520,NA,US,US-PA,Kellers Church,1PA3,,1PA3,"-75.19960021972656, 40.45009994506836"
1PA4,small_airport,Wagner Airport,520,NA,US,US-PA,Lewistown,1PA4,,1PA4,"-77.62000274658203, 40.5526008605957"
1PA5,small_airport,Beaver Creek Ultralightport,928,NA,US,US-PA,New Galilee,1PA5,,1PA5,"-80.413678, 40.830244"
1PA6,small_airport,Whittle Airport,345,NA,US,US-PA,Kennett Square,1PA6,,1PA6,"-75.72350311279297, 39.827301025390625"
1PA7,heliport,Philmont Heliport,250,NA,US,US-PA,Huntington Valley,1PA7,,1PA7,"-75.03410339355469, 40.124298095703125"
1PA8,closed,Motola's Helicopter Service Inc. Heliport,534,NA,US,US-PA,Lehighton,,,,"-75.765503, 40.814201"
1PA9,small_airport,Schadels Airport,700,NA,US,US-PA,Klingerstown,1PA9,,1PA9,"-76.68299865722656, 40.66680145263672"
1PN0,small_airport,Bentley Airport,690,NA,US,US-PA,Pottstown,1PN0,,1PN0,"-75.71420288085938, 40.20140075683594"
1PN1,small_airport,Napodano Airport,1060,NA,US,US-PA,Transfer,1PN1,,1PN1,"-80.42060089111328, 41.33420181274414"
1PN2,heliport,Green Hills Corp Heliport,440,NA,US,US-PA,Reading,1PN2,,1PN2,"-75.92220306396484, 40.26390075683594"
1PR3,heliport,San Patricio Heliport,157,NA,PR,PR-U-A,Guaynabo,1PR3,,1PR3,"-66.10600280761719, 18.406099319458008"
1PS0,small_airport,Ickes Airport,1320,NA,US,US-PA,Osterburg,1PS0,,1PS0,"-78.564697265625, 40.191898345947266"
1PS1,heliport,Hermitage Central Fire Station Heliport,1165,NA,US,US-PA,Hermitage,1PS1,,1PS1,"-80.46479797363281, 41.2401008605957"
1PS3,heliport,P J Valves Heliport,495,NA,US,US-PA,Myerstown,1PS3,,1PS3,"-76.32469940185547, 40.36119842529297"
1PS4,small_airport,Sankey Airport,1620,NA,US,US-PA,Osceola Mills,1PS4,,1PS4,"-78.25810241699219, 40.86090087890625"
1PS5,heliport,Children's Hospital Heliport,167,NA,US,US-PA,Philadelphia,1PS5,,1PS5,"-75.19429779052734, 39.94820022583008"
1PS6,heliport,Frankford Hospital-Torresdale Division Heliport,99,NA,US,US-PA,Philadelphia,1PS6,,1PS6,"-74.98210144042969, 40.06959915161133"
1PS7,heliport,Hahnemann Heliport,166,NA,US,US-PA,Philadelphia,1PS7,,1PS7,"-75.1626968383789, 39.95709991455078"
1PS8,heliport,Punxsutawney Area Hospital Heliport,1517,NA,US,US-PA,Punxsutawney,1PS8,,1PS8,"-79.00080108642578, 40.96120071411133"
1PS9,small_airport,Wicker & Wings Aerodrome,590,NA,US,US-PA,Trumbauersville,1PS9,,1PS9,"-75.37049865722656, 40.40340042114258"
1Q1,small_airport,Eckert Field,426,NA,US,US-CA,Strathmore,1Q1,,1Q1,"-119.05000305175781, 36.162498474121094"
1Q5,small_airport,Gravelly Valley Airport,1900,NA,US,US-CA,Upper Lake,1Q5,,1Q5,"-122.95500183105469, 39.44990158081055"
1RL,small_airport,Point Roberts Airpark,10,NA,US,US-WA,Point Roberts,1RL,,1RL,"-123.0790023803711, 48.979698181152344"
1S1,small_airport,Eckhart International Airport,1756,NA,US,US-ID,Porthill,1S1,,1S1,"-116.5009994506836, 48.99580001831055"
1S2,small_airport,Darrington Municipal Airport,553,NA,US,US-WA,Darrington,1S2,,1S2,"-121.61000061035156, 48.25859832763672"
1S4,small_airport,Seiling Airport,1746,NA,US,US-OK,Seiling,,,1S4,"-98.933701, 36.154999"
1S6,small_airport,Priest River Municipal Airport,2187,NA,US,US-ID,Priest River,1S6,,1S6,"-116.90899658203125, 48.19020080566406"
1S7,small_airport,Slate Creek Airport,1660,NA,US,US-ID,Slate Creek,1S7,,1S7,"-116.30899810791016, 45.67490005493164"
1S8,small_airport,Arlington Municipal Airport,890,NA,US,US-OR,Arlington,1S8,,1S8,"-120.16799926757812, 45.71649932861328"
1SC2,small_airport,Gwinn Field,390,NA,US,US-SC,Hopkins,1SC2,,1SC2,"-80.79609680175781, 33.933799743652344"
1SD0,small_airport,Dorsey Ranch Airport,2350,NA,US,US-SD,Glad Valley,1SD0,,1SD0,"-101.74199676513672, 45.323001861572266"
1SD1,small_airport,Burke Field,1352,NA,US,US-SD,Scotland,1SD1,,1SD1,"-97.73090362548828, 43.165401458740234"
1SD2,heliport,Camp Rapid Heliport,3345,NA,US,US-SD,Rapid City,1SD2,,1SD2,"-103.27100372314453, 44.07360076904297"
1SD3,small_airport,Turkey Ridge Airport,1325,NA,US,US-SD,Hurley,1SD3,,1SD3,"-97.15029907226562, 43.233299255371094"
1SD4,small_airport,Vig Limousin Airport,2552,NA,US,US-SD,Faith,1SD4,,1SD4,"-102.41699981689453, 44.86669921875"
1SD5,small_airport,Drake Farm Airport,1659,NA,US,US-SD,White Lake,1SD5,,1SD5,"-98.79869842529297, 43.76860046386719"
1SD6,small_airport,Bogner No Ii Airport,3500,NA,US,US-SD,Oelrich's,1SD6,,1SD6,"-103.2300033569336, 43.11029815673828"
1SD7,heliport,Rosebud Comprehensive Health Care Facility Heliport,2715,NA,US,US-SD,Rosebud,1SD7,,1SD7,"-100.8499984741211, 43.25749969482422"
1SD8,small_airport,Tribitt Airport,1175,NA,US,US-SD,Albee,1SD8,,1SD8,"-96.55259704589844, 45.047698974609375"
1SD9,heliport,Sanford Usd Medical Center Heliport,1708,NA,US,US-SD,Sioux Falls,1SD9,,1SD9,"-96.74420166019999, 43.5354995728"
1T8,small_airport,Bulverde Airpark,1080,NA,US,US-TX,San Antonio,1T8,,1T8,"-98.45110321044922, 29.739099502563477"
1T9,closed,Lesikar Ranch Airport,275,NA,US,US-TX,Hallettsville,,,,"-96.844398, 29.516899"
1TA0,heliport,Fina Bayport Heliport,16,NA,US,US-TX,Seabrook,1TA0,,1TA0,"-95.010498046875, 29.611099243164062"
1TA1,heliport,Tgp 32 Heliport,118,NA,US,US-TX,Jasper,1TA1,,1TA1,"-94.13770294189453, 30.984399795532227"
1TA2,small_airport,Vigo Park Airport,3383,NA,US,US-TX,Tulia,1TA2,,1TA2,"-101.5, 34.65010070800781"
1TA3,heliport,D W C Heliport,39,NA,US,US-TX,Alvin,1TA3,,1TA3,"-95.23629760742188, 29.45359992980957"
1TA4,small_airport,Last Resort Airport,420,NA,US,US-TX,Crockett,1TA4,,1TA4,"-95.29609680175781, 31.458499908447266"
1TA5,small_airport,Two Leggs Airport,3625,NA,US,US-TX,Denver City,1TA5,,1TA5,"-103, 32.94179916381836"
1TA6,heliport,Morningstar Ranch Heliport,737,NA,US,US-TX,Whitesboro,1TA6,,1TA6,"-96.9135971069336, 33.70090103149414"
1TA7,small_airport,Thompson Field,515,NA,US,US-TX,Canton,1TA7,,1TA7,"-95.86830139160156, 32.61600112915039"
1TA9,heliport,Ktrk Tv Station Heliport,80,NA,US,US-TX,Houston,1TA9,,1TA9,"-95.42970275878906, 29.725500106811523"
1TE0,small_airport,Locker Brothers Airport,3802,NA,US,US-TX,Muleshoe,1TE0,,1TE0,"-102.71700286865234, 34.269500732421875"
1TE1,small_airport,Briscoes Catarina Ranch Airport,650,NA,US,US-TX,Catarina,1TE1,,1TE1,"-99.81700134277344, 28.25029945373535"
1TE2,small_airport,Flying F Ranch Airport,65,NA,US,US-TX,Crosby,1TE2,,1TE2,"-95.01689910888672, 29.986299514770508"
1TE3,small_airport,Bolton Airport,450,NA,US,US-TX,Jacksonville,1TE3,,1TE3,"-95.20719909667969, 31.917400360107422"
1TE4,small_airport,Zuehl Airport,592,NA,US,US-TX,Marion,1TE4,,1TE4,"-98.15779876708984, 29.495500564575195"
1TE5,small_airport,Corpora Airport,270,NA,US,US-TX,Hearne,1TE5,,1TE5,"-96.6010971069336, 30.816299438476562"
1TE6,small_airport,Moore Airport,3850,NA,US,US-TX,Wildorado,1TE6,,1TE6,"-102.18499755859375, 35.118099212646484"
1TE7,small_airport,Ray Farm Airport,560,NA,US,US-TX,Floresville,1TE7,,1TE7,"-98.3656005859375, 29.1210994720459"
1TE8,small_airport,Kahuna Bay Airport,702,NA,US,US-TX,Howe,1TE8,,1TE8,"-96.55829620361328, 33.54899978637695"
1TE9,small_airport,Rmr Ranch Airport,420,NA,US,US-TX,Franklin,1TE9,,1TE9,"-96.43920135498047, 31.271900177001953"
1TN0,small_airport,Cedar Crest Field,540,NA,US,US-TN,Lebanon,1TN0,,1TN0,"-86.30280303960001, 36.246398925799994"
1TN1,closed,Clayton Heliport,900,NA,US,US-TN,Louisville,,,,"-83.957397, 35.864498"
1TN2,small_airport,Kay Airport,1250,NA,US,US-TN,Rogersville,1TN2,,1TN2,"-83.11239624023438, 36.445899963378906"
1TN3,small_airport,Wagner Field,975,NA,US,US-TN,Belvidere,1TN3,,1TN3,"-86.22219848632812, 35.13970184326172"
1TN4,heliport,Methodist Healthcare Heliport,312,NA,US,US-TN,Dyersburg,1TN4,,1TN4,"-89.37999725341797, 36.049400329589844"
1TN5,heliport,Maury Regional Hospital Heliport,651,NA,US,US-TN,Columbia,1TN5,,1TN5,"-87.05390167236328, 35.55619812011719"
1TN6,small_airport,Higdon Airfield,1000,NA,US,US-TN,Karns,1TN6,,1TN6,"-84.15689849853516, 35.972599029541016"
1TN7,heliport,Brendle's Heliport,1210,NA,US,US-TN,Kingsport,1TN7,,1TN7,"-82.52239990234375, 36.54790115356445"
1TN8,heliport,Ramada Helistop,1275,NA,US,US-TN,Kingsport,1TN8,,1TN8,"-82.5165023803711, 36.56679916381836"
1TN9,heliport,Rutledge Falls Heliport,1082,NA,US,US-TN,Manchester,1TN9,,1TN9,"-86.13749694824219, 35.412601470947266"
1TS0,small_airport,Eagle Air Airport,8,NA,US,US-TX,Oak Island,1TS0,,1TS0,"-94.6707992553711, 29.670499801635742"
1TS1,small_airport,Laas Farm Airport,165,NA,US,US-TX,Pattison,1TS1,,1TS1,"-95.99410247802734, 29.912700653076172"
1TS2,small_airport,Bar 16 Airport,547,NA,US,US-TX,Hubbard,1TS2,,1TS2,"-96.77850341796875, 31.82430076599121"
1TS3,small_airport,B & S Ultralightport,16,NA,US,US-TX,San Leon,1TS3,,1TS3,"-94.95050048828125, 29.4960994720459"
1TS4,heliport,Eds Hangar Heliport,660,NA,US,US-TX,Plano,1TS4,,1TS4,"-96.80139923095703, 33.06850051879883"
1TS5,heliport,Sugar Grove Heliport,81,NA,US,US-TX,Stafford,1TS5,,1TS5,"-95.58110046386719, 29.643600463867188"
1TS6,small_airport,Dentonio Ranch Airport,825,NA,US,US-TX,Carrizo Springs,1TS6,,1TS6,"-99.93450164794922, 28.269399642944336"
1TS7,heliport,Cig 804 Heliport,24,NA,US,US-TX,Refugio,1TS7,,1TS7,"-97.04550170898438, 28.313600540161133"
1TS8,small_airport,Landers Ranch Airport,2275,NA,US,US-TX,Colorado City,1TS8,,1TS8,"-100.72200012207031, 32.287601470947266"
1TS9,small_airport,Four Winds Airport,775,NA,US,US-TX,Celina,1TS9,,1TS9,"-96.752778, 33.368056"
1TX0,closed,Lytle Airpark,780,NA,US,US-TX,Lytle,,,,"-98.861115, 29.253334"
1TX1,small_airport,Yoakum Airport,1130,NA,US,US-TX,Gustine,1TX1,,1TX1,"-98.41419982910156, 31.85569953918457"
1TX2,small_airport,J Y Ranch-R B Masterson Iii Estate Airport,1808,NA,US,US-TX,Guthrie,1TX2,,1TX2,"-100.1500015258789, 33.716800689697266"
1TX3,small_airport,Beggs Ranch Airport,1870,NA,US,US-TX,Guthrie,1TX3,,1TX3,"-100.54199981689453, 33.42509841918945"
1TX4,small_airport,Shoreline Ranch Airport,900,NA,US,US-TX,Lago Vista,1TX4,,1TX4,"-97.97049713134766, 30.428600311279297"
1TX5,small_airport,Laney Farm Airport,3483,NA,US,US-TX,Hale Center,1TX5,,1TX5,"-101.90899658203125, 34.12919998168945"
1TX6,small_airport,Muxworthy Airport,1210,NA,US,US-TX,Hamilton,1TX6,,1TX6,"-98.09639739990234, 31.69849967956543"
1TX7,small_airport,Killion Ranch Airport,1845,NA,US,US-TX,Hamlin,1TX7,,1TX7,"-100.18399810791016, 32.80569839477539"
1TX8,small_airport,Hart Aerial Airport,3655,NA,US,US-TX,Hart,1TX8,,1TX8,"-102.08399963378906, 34.36949920654297"
